endate,agcode1,line,branch,idate,edate,pcategory,ptype,vuse,brand,body,model,color,transmission,fuel,prem
10/3/18,ID00305,MC,IMECA,10/10/18,10/10/19,Comprehensive,Premium,Commercial,MG,Sedan,2017,Red,Automatic,Gasoline,447.01
10/17/19,ID00305,MC,IMECA,10/24/19,10/24/20,Comprehensive,Premium,Commercial,MG,Sedan,2017,Red,Automatic,Gasoline,447.01
10/30/20,ID00306,MC,IMECA,11/6/20,11/6/21,CTPL,Basic,Commercial,Nissan,Sedan,2016,Black,Manual,Gasoline,447.01
11/13/21,ID00306,MC,IMECA,11/20/21,11/20/22,CTPL,Basic,Commercial,Nissan,Sedan,2016,Black,Manual,Gasoline,447.01
2/9/12,ID00307,MC,IMECA,2/16/12,2/15/13,CTPL,Premium,Commercial,Mazda,Hatchback,2010,White,Automatic,Gasoline,486.92
2/22/13,ID00307,MC,IMECA,3/1/13,3/1/14,CTPL,Premium,Commercial,Mazda,Hatchback,2010,White,Automatic,Gasoline,486.92
3/8/14,ID00307,MC,IMECA,3/15/14,3/15/15,CTPL,Premium,Commercial,Mazda,Hatchback,2010,White,Automatic,Gasoline,486.92
3/22/15,ID00307,MC,IMECA,3/29/15,3/29/16,CTPL,Premium,Commercial,Mazda,Hatchback,2010,White,Automatic,Gasoline,486.92
7/29/17,ID00308,MC,BTARLA,8/5/17,8/5/18,Comprehensive,Premium,Private,Toyota,Van,2014,Silver,Manual,Diesel,848.75
8/12/18,ID00308,MC,BTARLA,8/19/18,8/19/19,Comprehensive,Premium,Private,Toyota,Van,2014,Silver,Manual,Diesel,848.75
8/26/19,ID00308,MC,BTARLA,9/2/19,9/2/20,Comprehensive,Premium,Private,Toyota,Van,2014,Silver,Manual,Diesel,848.75
9/8/20,ID00308,MC,BTARLA,9/15/20,9/15/21,Comprehensive,Premium,Private,Toyota,Van,2014,Silver,Manual,Diesel,848.75
9/22/21,ID00308,MC,BTARLA,9/29/21,9/29/22,Comprehensive,Premium,Private,Toyota,Van,2014,Silver,Manual,Diesel,848.75
2/17/19,ID00309,MC,BGRN,2/24/19,2/24/20,CTPL,Basic,Commercial,Audi,Sedan,2017,Silver,Automatic,Gasoline,447.01
3/2/20,ID00309,MC,BGRN,3/9/20,3/10/21,CTPL,Basic,Commercial,Audi,Sedan,2017,Silver,Automatic,Gasoline,447.01
3/16/21,ID00309,MC,BGRN,3/23/21,3/23/22,CTPL,Basic,Commercial,Audi,Sedan,2017,Silver,Automatic,Gasoline,447.01
4/28/16,ID00310,MC,BGRN,5/5/16,5/5/17,Comprehensive,Basic,Commercial,Chevrolet,Sedan,2015,Blue,Manual,Gasoline,447.01
5/12/17,ID00310,MC,BGRN,5/19/17,5/19/18,Comprehensive,Basic,Commercial,Chevrolet,Sedan,2015,Blue,Manual,Gasoline,447.01
5/26/18,ID00310,MC,BGRN,6/2/18,6/2/19,Comprehensive,Basic,Commercial,Chevrolet,Sedan,2015,Blue,Manual,Gasoline,447.01
10/6/19,ID00310,MC,BGRN,10/13/19,10/12/20,CTPL,Premium,Commercial,MG,Sedan,2019,White,Automatic,Gasoline,447.01
10/19/20,ID00310,MC,BGRN,10/26/20,10/27/21,CTPL,Premium,Commercial,MG,Sedan,2019,White,Automatic,Gasoline,447.01
11/2/21,ID00310,MC,BGRN,11/9/21,11/9/22,CTPL,Premium,Commercial,MG,Sedan,2019,White,Automatic,Gasoline,447.01
4/23/20,ID00311,MC,HOCOC,4/30/20,4/30/21,CTPL,Basic,Private,Mitsubishi,SUV,2018,White,Automatic,Diesel,957.88
5/7/21,ID00311,MC,HOCOC,5/14/21,5/14/22,CTPL,Basic,Private,Mitsubishi,SUV,2018,White,Automatic,Diesel,957.88
6/16/20,ID00312,MC,BGRN,6/23/20,6/23/21,CTPL,Premium,Commercial,Kia,MPV,2017,Blue,Automatic,Diesel,199.55
6/30/21,ID00312,MC,BGRN,7/7/21,7/7/22,CTPL,Premium,Commercial,Kia,MPV,2017,Blue,Automatic,Diesel,199.55
2/7/14,ID00313,MC,IMECA,2/14/14,2/14/15,CTPL,Basic,Private,Nissan,Pickup,2012,White,Manual,Gasoline,1211.25
2/21/15,ID00313,MC,IMECA,2/28/15,2/28/16,CTPL,Basic,Private,Nissan,Pickup,2012,White,Manual,Gasoline,1211.25
3/6/16,ID00313,MC,IMECA,3/13/16,3/13/17,CTPL,Basic,Private,Nissan,Pickup,2012,White,Manual,Gasoline,1211.25
5/12/12,ID00314,MC,IMECA,5/19/12,6/19/13,CTPL,Premium,Private,Toyota,MPV,2012,Black,Automatic,Gasoline,199.55
8/10/13,ID00314,MC,IMECA,8/17/13,8/17/14,CTPL,Premium,Private,Toyota,MPV,2012,Black,Automatic,Gasoline,199.55
11/8/14,ID00314,MC,IMECA,11/15/14,11/15/15,CTPL,Premium,Private,Toyota,MPV,2012,Black,Automatic,Gasoline,199.55
2/6/16,ID00314,MC,IMECA,2/13/16,2/13/17,CTPL,Premium,Private,Toyota,MPV,2012,Black,Automatic,Gasoline,199.55
5/6/17,ID00314,MC,IMECA,5/13/17,5/13/18,CTPL,Premium,Private,Toyota,MPV,2012,Black,Automatic,Gasoline,199.55
8/4/18,ID00314,MC,IMECA,8/11/18,8/11/19,CTPL,Premium,Private,Toyota,MPV,2012,Black,Automatic,Gasoline,199.55
11/2/19,ID00314,MC,IMECA,11/9/19,11/9/20,CTPL,Premium,Private,Toyota,MPV,2012,Black,Automatic,Gasoline,199.55
1/30/21,ID00314,MC,IMECA,2/6/21,2/6/22,CTPL,Premium,Private,Toyota,MPV,2012,Black,Automatic,Gasoline,199.55
12/8/12,ID00315,MC,BCDO,12/15/12,1/15/14,Comprehensive,Basic,Private,Honda,Sedan,2011,White,Automatic,Gasoline,447.01
4/1/14,ID00315,MC,BCDO,4/8/14,4/8/15,Comprehensive,Basic,Private,Honda,Sedan,2011,White,Automatic,Gasoline,447.01
7/24/15,ID00315,MC,BCDO,7/31/15,7/31/16,Comprehensive,Basic,Private,Honda,Sedan,2011,White,Automatic,Gasoline,447.01
11/14/16,ID00315,MC,BCDO,11/21/16,11/21/17,Comprehensive,Basic,Private,Honda,Sedan,2011,White,Automatic,Gasoline,447.01
3/8/18,ID00315,MC,BCDO,3/15/18,3/15/19,Comprehensive,Basic,Private,Honda,Sedan,2011,White,Automatic,Gasoline,447.01
6/30/19,ID00315,MC,BCDO,7/7/19,7/7/20,Comprehensive,Basic,Private,Honda,Sedan,2011,White,Automatic,Gasoline,447.01
10/21/20,ID00315,MC,BCDO,10/28/20,10/28/21,Comprehensive,Basic,Private,Honda,SUV,2020,Silver,Automatic,Diesel,957.88
6/22/12,ID00316,MC,IMECA,6/29/12,6/29/13,CTPL,Premium,Private,Toyota,MPV,2012,Black,Automatic,Gasoline,199.55
9/20/13,ID00316,MC,IMECA,9/27/13,9/27/14,CTPL,Premium,Private,Toyota,MPV,2012,Black,Automatic,Gasoline,199.55
12/19/14,ID00316,MC,IMECA,12/26/14,12/26/15,CTPL,Premium,Private,Toyota,MPV,2012,Black,Automatic,Gasoline,199.55
3/18/16,ID00316,MC,IMECA,3/25/16,3/26/17,CTPL,Premium,Private,Toyota,MPV,2012,Black,Automatic,Gasoline,199.55
6/16/17,ID00316,MC,IMECA,6/23/17,6/23/18,CTPL,Premium,Private,Mitsubishi,SUV,2017,Silver,Automatic,Diesel,957.88
9/14/18,ID00316,MC,IMECA,9/21/18,9/21/19,CTPL,Premium,Private,Mitsubishi,SUV,2017,Silver,Automatic,Diesel,957.88
12/13/19,ID00316,MC,IMECA,12/20/19,12/20/20,CTPL,Premium,Private,Mitsubishi,SUV,2017,Silver,Automatic,Diesel,957.88
3/12/21,ID00316,MC,IMECA,3/19/21,3/19/22,CTPL,Premium,Private,Mitsubishi,SUV,2017,Silver,Automatic,Diesel,957.88
11/6/12,ID00317,MC,IMECA,11/13/12,11/13/13,Comprehensive,Basic,Private,Nissan,Sedan,2010,White,Manual,Gasoline,447.01
2/28/14,ID00317,MC,IMECA,3/7/14,3/7/15,Comprehensive,Basic,Private,Nissan,Sedan,2010,White,Manual,Gasoline,447.01
6/22/15,ID00317,MC,IMECA,6/29/15,6/29/16,Comprehensive,Basic,Private,Nissan,Sedan,2010,White,Manual,Gasoline,447.01
10/13/16,ID00317,MC,IMECA,10/20/16,10/20/17,Comprehensive,Basic,Private,Nissan,Sedan,2010,White,Manual,Gasoline,447.01
2/4/18,ID00318,MC,BTARLA,2/11/18,2/11/19,Comprehensive,Basic,Private,Mazda,MPV,2017,Red,Automatic,Gasoline,199.55
5/29/19,ID00318,MC,BTARLA,6/5/19,6/5/20,Comprehensive,Basic,Private,Mazda,MPV,2017,Red,Automatic,Gasoline,199.55
9/19/20,ID00318,MC,BTARLA,9/26/20,9/26/21,Comprehensive,Basic,Private,Mazda,MPV,2017,Red,Automatic,Gasoline,199.55
7/18/12,ID00319,MC,BTARLA,7/25/12,7/25/13,CTPL,Premium,Commercial,Nissan,Van,2012,Black,Automatic,Diesel,848.75
10/16/13,ID00319,MC,BTARLA,10/23/13,10/23/14,CTPL,Premium,Commercial,Nissan,Van,2012,Black,Automatic,Diesel,848.75
1/14/15,ID00319,MC,BTARLA,1/21/15,1/21/16,CTPL,Premium,Commercial,Nissan,Van,2012,Black,Automatic,Diesel,848.75
4/13/16,ID00319,MC,BTARLA,4/20/16,4/21/17,CTPL,Premium,Commercial,Nissan,Van,2012,Black,Automatic,Diesel,848.75
7/12/17,ID00319,MC,BTARLA,7/19/17,7/19/18,CTPL,Premium,Commercial,Nissan,Van,2012,Black,Automatic,Diesel,848.75
10/10/18,ID00319,MC,BTARLA,10/17/18,10/17/19,CTPL,Premium,Commercial,Toyota,Van,2018,Black,Automatic,Diesel,848.75
1/8/20,ID00319,MC,BTARLA,1/15/20,1/15/21,CTPL,Premium,Commercial,Toyota,Van,2018,Black,Automatic,Diesel,848.75
4/7/21,ID00319,MC,BTARLA,4/14/21,4/14/22,CTPL,Premium,Commercial,Toyota,Van,2018,Black,Automatic,Diesel,848.75
1/9/13,ID00320,MC,HOCOC,1/16/13,1/16/14,Comprehensive,Premium,Private,Kia,Hatchback,2012,White,Manual,Gasoline,486.92
5/3/14,ID00320,MC,HOCOC,5/10/14,5/10/15,Comprehensive,Premium,Private,Kia,Hatchback,2012,White,Manual,Gasoline,486.92
8/25/15,ID00320,MC,HOCOC,9/1/15,9/1/16,Comprehensive,Premium,Private,Kia,Hatchback,2012,White,Manual,Gasoline,486.92
12/16/16,ID00320,MC,HOCOC,12/23/16,12/23/17,Comprehensive,Premium,Private,Kia,Hatchback,2012,White,Manual,Gasoline,486.92
4/9/18,ID00320,MC,HOCOC,4/16/18,4/16/19,Comprehensive,Premium,Private,Kia,Hatchback,2012,Red,Automatic,Gasoline,486.92
8/1/19,ID00320,MC,HOCOC,8/8/19,8/8/20,Comprehensive,Premium,Private,Kia,Hatchback,2012,Red,Automatic,Gasoline,486.92
11/22/20,ID00320,MC,HOCOC,11/29/20,11/29/21,Comprehensive,Premium,Private,Honda,MPV,2020,Red,Automatic,Diesel,199.55
7/18/12,ID00321,MC,HOCOC,7/25/12,7/25/13,Comprehensive,Premium,Private,Hyundai,Sedan,2012,Blue,Automatic,Gasoline,447.01
10/16/13,ID00321,MC,HOCOC,10/23/13,10/23/14,Comprehensive,Premium,Private,Hyundai,Sedan,2012,Blue,Automatic,Gasoline,447.01
1/14/15,ID00321,MC,HOCOC,1/21/15,1/21/16,Comprehensive,Premium,Private,Hyundai,Sedan,2012,Blue,Automatic,Gasoline,447.01
4/13/16,ID00321,MC,HOCOC,4/20/16,4/21/17,Comprehensive,Premium,Private,Hyundai,Sedan,2012,Blue,Automatic,Gasoline,447.01
7/12/17,ID00321,MC,HOCOC,7/19/17,7/19/18,Comprehensive,Premium,Private,Hyundai,Sedan,2012,Blue,Automatic,Gasoline,447.01
10/10/18,ID00321,MC,HOCOC,10/17/18,10/17/19,Comprehensive,Premium,Private,Hyundai,Sedan,2012,Blue,Automatic,Gasoline,447.01
1/8/20,ID00321,MC,HOCOC,1/15/20,1/15/21,Comprehensive,Premium,Commercial,Mitsubishi,SUV,2018,Silver,Automatic,Diesel,957.88
4/7/21,ID00321,MC,HOCOC,4/14/21,4/14/22,Comprehensive,Premium,Commercial,Mitsubishi,SUV,2018,Silver,Automatic,Diesel,957.88
2/7/13,ID00322,MC,BTARLA,2/14/13,2/14/14,Comprehensive,Basic,Private,Suzuki,Hatchback,2012,Yellow,Manual,Gasoline,486.92
6/1/14,ID00322,MC,BTARLA,6/8/14,6/8/15,Comprehensive,Basic,Private,Suzuki,Hatchback,2012,Yellow,Manual,Gasoline,486.92
9/23/15,ID00322,MC,BTARLA,9/30/15,9/30/16,Comprehensive,Basic,Private,Suzuki,Hatchback,2012,Yellow,Manual,Gasoline,486.92
1/14/17,ID00322,MC,BTARLA,1/21/17,1/21/18,Comprehensive,Basic,Private,Suzuki,Hatchback,2012,Yellow,Manual,Gasoline,486.92
5/8/18,ID00322,MC,BTARLA,5/15/18,5/15/19,Comprehensive,Basic,Private,Toyota,Sedan,2018,Red,Automatic,Gasoline,447.01
8/30/19,ID00322,MC,BTARLA,9/6/19,9/6/20,Comprehensive,Basic,Private,Toyota,Sedan,2018,Red,Automatic,Gasoline,447.01
12/21/20,ID00322,MC,BTARLA,12/28/20,12/28/21,Comprehensive,Basic,Private,Toyota,Sedan,2018,Red,Automatic,Gasoline,447.01
12/13/14,ID00323,MC,IMECA,12/20/14,12/20/15,CTPL,Premium,Commercial,Mitsubishi,SUV,2014,Black,Automatic,Diesel,957.88
3/12/16,ID00323,MC,IMECA,3/19/16,3/20/17,CTPL,Premium,Commercial,Mitsubishi,SUV,2014,Black,Automatic,Diesel,957.88
6/10/17,ID00323,MC,IMECA,6/17/17,6/17/18,CTPL,Premium,Commercial,Mitsubishi,SUV,2014,Black,Automatic,Diesel,957.88
9/8/18,ID00323,MC,IMECA,9/15/18,9/15/19,CTPL,Premium,Commercial,Mitsubishi,SUV,2014,Black,Automatic,Diesel,957.88
12/21/19,ID00323,MC,IMECA,12/28/19,12/28/20,CTPL,Premium,Commercial,Mitsubishi,SUV,2014,Black,Automatic,Diesel,957.88
1/9/21,ID00323,MC,IMECA,1/16/21,1/16/22,CTPL,Premium,Commercial,Mitsubishi,SUV,2014,Black,Automatic,Diesel,957.88
12/8/12,ID00324,MC,IMECA,12/15/12,12/15/13,Comprehensive,Premium,Private,Mazda,Sedan,2012,White,Automatic,Gasoline,447.01
4/1/14,ID00324,MC,IMECA,4/8/14,4/8/15,Comprehensive,Premium,Private,Mazda,Sedan,2012,White,Automatic,Gasoline,447.01
7/24/15,ID00324,MC,IMECA,7/31/15,7/31/16,Comprehensive,Premium,Private,Mazda,Sedan,2012,White,Automatic,Gasoline,447.01
11/14/16,ID00324,MC,IMECA,11/21/16,11/21/17,Comprehensive,Premium,Private,Mazda,Sedan,2012,White,Automatic,Gasoline,447.01
3/8/18,ID00324,MC,IMECA,3/15/18,3/15/19,Comprehensive,Premium,Private,Mazda,Sedan,2012,White,Automatic,Gasoline,447.01
6/30/19,ID00324,MC,IMECA,7/7/19,7/7/20,Comprehensive,Premium,Private,Mazda,Sedan,2012,White,Automatic,Gasoline,447.01
10/21/20,ID00324,MC,IMECA,10/28/20,10/28/21,Comprehensive,Premium,Private,Mazda,Sedan,2012,White,Automatic,Gasoline,447.01
7/4/13,ID00325,MC,IMECA,7/11/13,7/11/14,CTPL,Premium,Commercial,Isuzu,Pickup,2013,Black,Automatic,Diesel,1211.25
10/2/14,ID00325,MC,IMECA,10/9/14,10/9/15,CTPL,Premium,Commercial,Isuzu,Pickup,2013,Black,Automatic,Diesel,1211.25
12/31/15,ID00325,MC,IMECA,1/7/16,1/7/17,CTPL,Premium,Commercial,Isuzu,Pickup,2013,Black,Automatic,Diesel,1211.25
3/30/17,ID00325,MC,IMECA,4/6/17,4/6/18,CTPL,Premium,Commercial,Isuzu,Pickup,2013,Black,Automatic,Diesel,1211.25
6/28/18,ID00325,MC,IMECA,7/5/18,7/5/19,CTPL,Premium,Commercial,Isuzu,Pickup,2013,Black,Automatic,Diesel,1211.25
9/26/19,ID00325,MC,IMECA,10/3/19,10/3/20,CTPL,Premium,Commercial,Isuzu,Pickup,2013,Black,Automatic,Diesel,1211.25
12/24/20,ID00325,MC,IMECA,12/31/20,12/31/21,CTPL,Premium,Commercial,Isuzu,Pickup,2013,Black,Automatic,Diesel,1211.25
11/1/12,ID00326,MC,BGRN,11/8/12,12/9/13,Comprehensive,Basic,Private,Suzuki,Sedan,2012,Yellow,Automatic,Gasoline,447.01
2/23/14,ID00326,MC,BGRN,3/2/14,3/2/15,Comprehensive,Basic,Private,Suzuki,Sedan,2012,Yellow,Automatic,Gasoline,447.01
6/17/15,ID00326,MC,BGRN,6/24/15,6/24/16,Comprehensive,Basic,Private,Suzuki,Sedan,2012,Yellow,Automatic,Gasoline,447.01
10/8/16,ID00326,MC,BGRN,10/15/16,10/15/17,Comprehensive,Basic,Private,Suzuki,Sedan,2012,Yellow,Automatic,Gasoline,447.01
1/30/18,ID00326,MC,BGRN,2/6/18,2/6/19,Comprehensive,Basic,Private,Suzuki,Sedan,2012,Yellow,Automatic,Gasoline,447.01
5/24/19,ID00326,MC,BGRN,5/31/19,5/31/20,Comprehensive,Basic,Private,Suzuki,Sedan,2012,Yellow,Automatic,Gasoline,447.01
9/14/20,ID00326,MC,BGRN,9/21/20,9/21/21,Comprehensive,Basic,Private,Honda,SUV,2020,Silver,Automatic,Diesel,957.88
7/19/18,ID00327,MC,BGRN,7/26/18,7/26/19,CTPL,Premium,Commercial,Toyota,Van,2018,Black,Automatic,Diesel,848.75
8/19/19,ID00327,MC,BGRN,8/26/19,8/26/20,CTPL,Premium,Commercial,Toyota,Van,2018,Black,Automatic,Diesel,848.75
12/10/20,ID00327,MC,BGRN,12/17/20,12/17/21,CTPL,Premium,Commercial,Toyota,Van,2018,Black,Automatic,Diesel,848.75
8/6/12,ID00328,MC,IMECA,8/13/12,9/13/13,CTPL,Basic,Private,Hyundai,MPV,2012,Black,Automatic,Gasoline,199.55
11/4/13,ID00328,MC,IMECA,11/11/13,11/11/14,CTPL,Basic,Private,Hyundai,MPV,2012,Black,Automatic,Gasoline,199.55
2/2/15,ID00328,MC,IMECA,2/9/15,2/9/16,CTPL,Basic,Private,Hyundai,MPV,2012,Black,Automatic,Gasoline,199.55
5/2/16,ID00328,MC,IMECA,5/9/16,5/10/17,CTPL,Basic,Private,Hyundai,MPV,2012,Black,Automatic,Gasoline,199.55
7/31/17,ID00328,MC,IMECA,8/7/17,8/7/18,CTPL,Basic,Private,Hyundai,MPV,2012,Black,Automatic,Gasoline,199.55
10/29/18,ID00328,MC,IMECA,11/5/18,11/5/19,CTPL,Basic,Private,Hyundai,MPV,2012,Black,Automatic,Gasoline,199.55
1/27/20,ID00328,MC,IMECA,2/3/20,2/3/21,CTPL,Basic,Private,Hyundai,MPV,2012,Black,Automatic,Gasoline,199.55
4/26/21,ID00328,MC,IMECA,5/3/21,5/3/22,CTPL,Basic,Private,Hyundai,MPV,2012,Black,Automatic,Gasoline,199.55
3/4/13,ID00329,MC,HOCOC,3/11/13,4/11/14,Comprehensive,Premium,Private,Honda,Sedan,2011,White,Automatic,Gasoline,447.01
6/26/14,ID00329,MC,HOCOC,7/3/14,7/3/15,Comprehensive,Premium,Private,Honda,Sedan,2011,White,Automatic,Gasoline,447.01
10/18/15,ID00329,MC,HOCOC,10/25/15,10/25/16,Comprehensive,Premium,Private,Honda,Sedan,2011,White,Automatic,Gasoline,447.01
2/8/17,ID00329,MC,HOCOC,2/15/17,2/15/18,Comprehensive,Premium,Private,Honda,Sedan,2011,White,Automatic,Gasoline,447.01
6/2/18,ID00329,MC,HOCOC,6/9/18,6/9/19,Comprehensive,Premium,Private,Honda,Sedan,2011,White,Automatic,Gasoline,447.01
9/24/19,ID00329,MC,HOCOC,10/1/19,10/1/20,Comprehensive,Premium,Private,Honda,Sedan,2011,White,Automatic,Gasoline,447.01
1/15/21,ID00329,MC,HOCOC,1/22/21,1/22/22,Comprehensive,Premium,Private,Honda,SUV,2020,Silver,Automatic,Diesel,957.88
9/16/12,ID00330,MC,BTARLA,9/23/12,9/23/13,CTPL,Basic,Private,Toyota,MPV,2012,Black,Automatic,Gasoline,199.55
12/15/13,ID00330,MC,BTARLA,12/22/13,12/22/14,CTPL,Basic,Private,Toyota,MPV,2012,Black,Automatic,Gasoline,199.55
3/15/15,ID00330,MC,BTARLA,3/22/15,3/21/16,CTPL,Basic,Private,Toyota,MPV,2012,Black,Automatic,Gasoline,199.55
6/12/16,ID00330,MC,BTARLA,6/19/16,6/20/17,CTPL,Basic,Private,Toyota,MPV,2012,Black,Automatic,Gasoline,199.55
9/10/17,ID00330,MC,BTARLA,9/17/17,9/17/18,CTPL,Basic,Private,Mitsubishi,SUV,2017,Silver,Automatic,Diesel,957.88
12/9/18,ID00330,MC,BTARLA,12/16/18,12/16/19,CTPL,Basic,Private,Mitsubishi,SUV,2017,Silver,Automatic,Diesel,957.88
3/8/20,ID00330,MC,BTARLA,3/15/20,3/16/21,CTPL,Basic,Private,Mitsubishi,SUV,2017,Silver,Automatic,Diesel,957.88
6/6/21,ID00330,MC,BTARLA,6/13/21,6/13/22,CTPL,Basic,Private,Mitsubishi,SUV,2017,Silver,Automatic,Diesel,957.88
1/31/13,ID00331,MC,BTARLA,2/7/13,2/7/14,Comprehensive,Premium,Private,Nissan,Sedan,2010,White,Manual,Gasoline,447.01
5/25/14,ID00331,MC,BTARLA,6/1/14,6/1/15,Comprehensive,Premium,Private,Nissan,Sedan,2010,White,Manual,Gasoline,447.01
9/16/15,ID00331,MC,BTARLA,9/23/15,9/23/16,Comprehensive,Premium,Private,Nissan,Sedan,2010,White,Manual,Gasoline,447.01
1/7/17,ID00331,MC,BTARLA,1/14/17,1/14/18,Comprehensive,Premium,Private,Nissan,Sedan,2010,White,Manual,Gasoline,447.01
5/1/18,ID00331,MC,BTARLA,5/8/18,5/8/19,Comprehensive,Premium,Private,Mazda,MPV,2017,Red,Automatic,Gasoline,199.55
8/23/19,ID00331,MC,BTARLA,8/30/19,8/30/20,Comprehensive,Premium,Private,Mazda,MPV,2017,Red,Automatic,Gasoline,199.55
12/14/20,ID00331,MC,BTARLA,12/21/20,12/21/21,Comprehensive,Premium,Private,Mazda,MPV,2017,Red,Automatic,Gasoline,199.55
10/12/12,ID00332,MC,HOCOC,10/19/12,10/19/13,CTPL,Basic,Commercial,Nissan,Van,2012,Black,Automatic,Diesel,848.75
1/10/14,ID00332,MC,HOCOC,1/17/14,1/17/15,CTPL,Basic,Commercial,Nissan,Van,2012,Black,Automatic,Diesel,848.75
4/10/15,ID00332,MC,HOCOC,4/17/15,4/16/16,CTPL,Basic,Commercial,Nissan,Van,2012,Black,Automatic,Diesel,848.75
7/8/16,ID00332,MC,HOCOC,7/15/16,7/16/17,CTPL,Basic,Commercial,Nissan,Van,2012,Black,Automatic,Diesel,848.75
10/6/17,ID00332,MC,HOCOC,10/13/17,10/13/18,CTPL,Basic,Commercial,Nissan,Van,2012,Black,Automatic,Diesel,848.75
1/4/19,ID00332,MC,HOCOC,1/11/19,1/11/20,CTPL,Basic,Commercial,Toyota,Van,2018,Black,Automatic,Diesel,848.75
4/3/20,ID00332,MC,HOCOC,4/10/20,4/11/21,CTPL,Basic,Commercial,Toyota,Van,2018,Black,Automatic,Diesel,848.75
7/2/21,ID00332,MC,HOCOC,7/9/21,7/9/22,CTPL,Basic,Commercial,Toyota,Van,2018,Black,Automatic,Diesel,848.75
4/5/13,ID00333,MC,BTARLA,4/12/13,4/12/14,Comprehensive,Basic,Private,Kia,Hatchback,2012,White,Manual,Gasoline,486.92
7/28/14,ID00333,MC,BTARLA,8/4/14,8/4/15,Comprehensive,Basic,Private,Kia,Hatchback,2012,White,Manual,Gasoline,486.92
11/19/15,ID00333,MC,BTARLA,11/26/15,11/26/16,Comprehensive,Basic,Private,Kia,Hatchback,2012,White,Manual,Gasoline,486.92
3/12/17,ID00333,MC,BTARLA,3/19/17,3/19/18,Comprehensive,Basic,Private,Kia,Hatchback,2012,White,Manual,Gasoline,486.92
7/4/18,ID00333,MC,BTARLA,7/11/18,7/11/19,Comprehensive,Basic,Private,Kia,Hatchback,2012,Red,Automatic,Gasoline,486.92
10/26/19,ID00333,MC,BTARLA,11/2/19,11/2/20,Comprehensive,Basic,Private,Kia,Hatchback,2012,Red,Automatic,Gasoline,486.92
2/16/21,ID00333,MC,BTARLA,2/23/21,2/23/22,Comprehensive,Basic,Private,Honda,MPV,2020,Red,Automatic,Diesel,199.55
10/12/12,ID00334,MC,BTARLA,10/19/12,10/19/13,Comprehensive,Basic,Private,Hyundai,Sedan,2012,Blue,Automatic,Gasoline,447.01
1/10/14,ID00334,MC,BTARLA,1/17/14,1/17/15,Comprehensive,Basic,Private,Hyundai,Sedan,2012,Blue,Automatic,Gasoline,447.01
4/10/15,ID00334,MC,BTARLA,4/17/15,4/16/16,Comprehensive,Basic,Private,Hyundai,Sedan,2012,Blue,Automatic,Gasoline,447.01
7/8/16,ID00334,MC,BTARLA,7/15/16,7/16/17,Comprehensive,Basic,Private,Hyundai,Sedan,2012,Blue,Automatic,Gasoline,447.01
10/6/17,ID00334,MC,BTARLA,10/13/17,10/13/18,Comprehensive,Basic,Private,Hyundai,Sedan,2012,Blue,Automatic,Gasoline,447.01
1/4/19,ID00334,MC,BTARLA,1/11/19,1/11/20,Comprehensive,Basic,Private,Hyundai,Sedan,2012,Blue,Automatic,Gasoline,447.01
4/3/20,ID00334,MC,BTARLA,4/10/20,4/11/21,Comprehensive,Basic,Commercial,Mitsubishi,SUV,2018,Silver,Automatic,Diesel,957.88
7/2/21,ID00334,MC,BTARLA,7/9/21,7/9/22,Comprehensive,Basic,Commercial,Mitsubishi,SUV,2018,Silver,Automatic,Diesel,957.88
5/4/13,ID00335,MC,BCDO,5/11/13,5/11/14,Comprehensive,Premium,Private,Suzuki,Hatchback,2012,Yellow,Manual,Gasoline,486.92
8/26/14,ID00335,MC,BCDO,9/2/14,9/2/15,Comprehensive,Premium,Private,Suzuki,Hatchback,2012,Yellow,Manual,Gasoline,486.92
12/18/15,ID00335,MC,BCDO,12/25/15,12/25/16,Comprehensive,Premium,Private,Suzuki,Hatchback,2012,Yellow,Manual,Gasoline,486.92
4/10/17,ID00335,MC,BCDO,4/17/17,4/17/18,Comprehensive,Premium,Private,Suzuki,Hatchback,2012,Yellow,Manual,Gasoline,486.92
8/2/18,ID00335,MC,BCDO,8/9/18,8/9/19,Comprehensive,Premium,Private,Toyota,Sedan,2018,Red,Automatic,Gasoline,447.01
11/24/19,ID00335,MC,BCDO,12/1/19,12/1/20,Comprehensive,Premium,Private,Toyota,Sedan,2018,Red,Automatic,Gasoline,447.01
3/17/21,ID00335,MC,BCDO,3/24/21,3/24/22,Comprehensive,Premium,Private,Toyota,Sedan,2018,Red,Automatic,Gasoline,447.01
3/9/15,ID00336,MC,IMECA,3/16/15,3/15/16,CTPL,Basic,Commercial,Mitsubishi,SUV,2014,Black,Automatic,Diesel,957.88
6/6/16,ID00336,MC,IMECA,6/13/16,6/14/17,CTPL,Basic,Commercial,Mitsubishi,SUV,2014,Black,Automatic,Diesel,957.88
9/4/17,ID00336,MC,IMECA,9/11/17,9/11/18,CTPL,Basic,Commercial,Mitsubishi,SUV,2014,Black,Automatic,Diesel,957.88
12/3/18,ID00336,MC,IMECA,12/10/18,12/10/19,CTPL,Basic,Commercial,Mitsubishi,SUV,2014,Black,Automatic,Diesel,957.88
3/2/20,ID00336,MC,IMECA,3/9/20,3/10/21,CTPL,Basic,Commercial,Mitsubishi,SUV,2014,Black,Automatic,Diesel,957.88
