custid,policystartd,policyendd,gender,age,ptype,vclass,vcolor,vmaker,product
ID_7ERE6R1,2/26/10,2/24/11,Female,37,2,JEEP,,Hyundai,Car Classic
ID_7EZ6WUN,7/17/10,7/16/11,Female,40,1,Saloon,,TOYOTA,CarSafe
ID_7F7OX3H,11/8/10,11/7/11,Male,53,1,,,,CarSafe
ID_7FFQ9NO,2/13/10,2/13/11,Male,33,1,Saloon,,Mercedes,Car Classic
ID_7FIT5U0,1/7/10,1/6/11,Male,52,1,Saloon,,TOYOTA,CarSafe
ID_7FL5H60,8/7/10,5/15/11,Male,35,1,Saloon,White,Lexus,Car Classic
ID_7FL6D3R,5/30/10,5/23/11,Male,44,2,,,Lexus,Car Classic
ID_7FLDXL4,10/4/10,4/3/11,Male,43,1,Saloon,Blue,TOYOTA,Car Classic
ID_7FM1B77,1/31/10,1/30/11,Male,40,1,Saloon,,Kia,CarSafe
ID_7FPYI9Q,12/9/10,12/8/11,Male,28,1,Saloon,,TOYOTA,Car Classic
ID_7FR2BNC,3/10/10,3/9/11,Female,59,1,JEEP,Silver,Mercedes,Car Classic
ID_7FV8EPS,10/29/10,10/28/11,Male,30,1,,,,CarSafe
ID_7G538FN,5/1/10,4/29/11,Female,28,1,Saloon,,Dodge,Car Classic
ID_7GAM2DL,9/16/10,9/15/11,Male,35,1,,,,Car Classic
ID_7GCR3H5,7/29/10,7/28/11,Male,42,1,Saloon,,Hyundai,CarSafe
ID_7GH09DH,10/29/10,1/28/11,Male,43,2,,Silver,.,Car Classic
ID_7GLXSJG,1/16/10,1/15/11,Male,49,1,Saloon,,TOYOTA,CarSafe
ID_7GZ72NO,5/6/10,5/5/11,Male,49,2,Saloon,Black,Hyundai,Car Plus
ID_7H2IY8B,4/29/10,4/28/11,Female,49,1,Saloon,Black,TOYOTA,Car Classic
ID_7H3M3ZY,12/16/10,12/15/11,Male,55,1,Saloon,Black,Volkswagen,Car Classic
ID_7H8HA95,4/23/10,4/22/11,Male,5,1,Saloon,Black,As Attached,Car Classic
ID_7HHHY1G,7/5/10,1/2/11,Male,68,1,Saloon,White,TOYOTA,Car Classic
ID_7HNEUVB,1/11/10,1/10/11,Male,52,2,Saloon,,Lexus,CarSafe
ID_7HPSJFR,6/25/10,6/24/11,Male,35,1,Saloon,Blue,TOYOTA,Car Classic
ID_7HYGW1U,8/29/10,8/28/11,Female,27,1,Saloon,Ash,TOYOTA,Car Classic
ID_7I0BSP0,2/15/10,1/29/11,Male,31,1,Saloon,Silver,TOYOTA,Car Classic
ID_7I1DZAL,4/9/10,4/8/11,Male,31,1,,As Attached,Honda,Car Classic
ID_7I2N1R6,10/8/10,10/7/11,Female,66,1,,,,Car Classic
ID_7IA7891,9/25/10,9/24/11,Female,37,1,,,,Car Classic
ID_7IAIQNU,5/28/10,5/27/11,Joint Gender,40,1,,,Mercedes,Car Classic
ID_7ICR4PX,3/6/10,2/27/11,Male,28,3,Saloon,Silver,TOYOTA,Car Classic
ID_7IJBB1W,4/2/10,1/6/11,Female,39,2,Saloon,,Volkswagen,Car Classic
ID_7IN8E0J,2/8/10,2/7/11,Male,42,1,Saloon,Black,TOYOTA,Car Plus
ID_7IPGPHF,7/12/10,7/11/11,Male,50,1,JEEP,Wine,Mazda,Car Classic
ID_7IS1MQT,3/29/10,3/28/11,Male,54,1,Saloon,,Skoda,CarSafe
ID_7ISB6QL,1/8/10,1/7/11,,36,1,Truck,Yellow,Iveco,CVTP
ID_7ITS55S,2/22/10,2/21/11,Male,64,2,,As Attached,TOYOTA,CVTP
ID_7IV36JQ,1/10/10,1/9/11,Male,80,1,Saloon,Silver,TOYOTA,Car Classic
ID_7J0PS0S,7/12/10,7/11/11,Male,46,1,JEEP,,Lexus,CarSafe
ID_7J7QX3W,6/10/10,6/9/11,Female,20,3,JEEP,Black,TOYOTA,Car Classic
ID_7J87ZCE,1/24/10,1/23/11,Male,67,1,Saloon,,Lexus,CarSafe
ID_7J8P1KZ,2/26/10,2/25/11,Female,36,1,JEEP,Black,TOYOTA,Car Classic
ID_7JF0A8E,6/13/10,6/12/11,Female,40,1,Saloon,,TOYOTA,CarSafe
ID_7JJS5Y7,7/31/10,7/30/11,Male,35,1,Saloon,Silver,Honda,Car Plus
ID_7JPIE4H,6/21/10,3/28/11,Female,38,1,JEEP,Black,Honda,Car Classic
ID_7JT6ZHC,2/6/10,2/5/11,Male,41,1,Saloon,,Volkswagen,CarSafe
ID_7JZTQGA,1/10/10,1/9/11,Male,32,1,Saloon,,Honda,Car Classic
ID_7K0DFGD,1/14/10,1/13/11,Male,43,1,Saloon,Silver,Hyundai,Car Classic
ID_7K5EUHQ,4/15/10,4/14/11,Male,41,1,Saloon,,TOYOTA,CarSafe
ID_7KAKFSG,2/4/10,2/3/11,Male,60,1,Saloon,,TOYOTA,CarSafe
ID_7KGL1W7,6/24/10,6/23/11,Female,45,1,Saloon,,Lexus,CarSafe
ID_7KIPMJZ,7/22/10,7/21/11,Male,24,2,Saloon,Blue,TOYOTA,Car Plus
ID_7KO5S16,10/9/10,1/8/11,Male,36,1,Saloon,,Honda,Car Plus
ID_7KPK2JF,2/27/10,2/26/11,Male,60,1,Saloon,Black,Hyundai,Car Classic
ID_7L7LTRV,5/23/10,5/22/11,Male,33,1,JEEP,Green,Lexus,Car Classic
ID_7L9SS9R,7/31/10,7/30/11,Female,42,1,Saloon,Grey,TOYOTA,Car Classic
ID_7LAFY25,1/29/10,1/28/11,Male,35,1,Saloon,Black,Honda,Car Classic
ID_7LEZKKM,4/25/10,3/9/11,Male,31,2,Saloon,Red,TOYOTA,Car Classic
ID_7LIQF9F,5/24/10,5/24/11,Male,40,1,JEEP,,Mazda,CarFlex
ID_7LMQNA7,11/19/10,11/18/11,Male,54,1,,,,Car Classic
ID_7LN7P41,9/2/10,9/1/11,Male,32,1,Saloon,Ash,TOYOTA,Car Classic
ID_7LNT11Z,6/21/10,6/20/11,Female,43,1,Saloon,Silver,TOYOTA,Car Classic
ID_7LRHNFC,3/26/10,3/25/11,Male,44,1,Saloon,,TOYOTA,CarSafe
ID_7LRPSDW,11/22/10,11/21/11,Male,57,1,,,,Car Classic
ID_7LTKKWC,4/19/10,4/17/11,Female,40,2,JEEP,Grey,TOYOTA,Car Classic
ID_7LVE9MP,10/18/10,10/17/11,Male,52,3,Saloon,Green,TOYOTA,Car Classic
ID_7M230TA,11/27/10,11/26/11,Joint Gender,40,1,,,,CarSafe
ID_7M2X1Y6,7/4/10,7/3/11,Male,36,1,Saloon,,TOYOTA,CarSafe
ID_7M5GGRZ,11/8/10,2/6/11,Male,38,1,Saloon,Silver,Lexus,Car Classic
ID_7M76WFN,2/19/10,1/27/11,Male,69,1,Saloon,Black,TOYOTA,Car Classic
ID_7MGXS2V,6/25/10,6/24/11,Male,55,2,Saloon,,TOYOTA,CarSafe
ID_7MM7GK2,10/18/10,10/17/11,Male,61,1,,,,Car Classic
ID_7MN1MCB,9/16/10,9/15/11,Male,34,1,,,,CarSafe
ID_7MOO3RL,5/24/10,5/23/11,Female,44,2,,Black,TOYOTA,Car Classic
ID_7MW0N5H,11/25/10,11/24/11,Joint Gender,31,2,JEEP,Blue,TOYOTA,Car Classic
ID_7N5C2L4,3/21/10,3/20/11,Male,41,1,Saloon,Silver,Mercedes,Car Classic
ID_7NHSORT,8/15/10,8/13/11,Male,48,1,,,,Car Classic
ID_7NI35YH,11/12/10,11/11/11,Male,38,1,,,,Car Classic
ID_7NSE01Y,5/7/10,3/28/11,Male,35,1,Saloon,,TOYOTA,Car Classic
ID_7NVKTQ8,12/2/10,11/28/11,Joint Gender,37,2,Saloon,Blue,Hyundai,Car Classic
ID_7NW47G3,10/31/10,10/30/11,Female,31,1,JEEP,,TOYOTA,Customized Motor
ID_7NWFL34,8/30/10,8/29/11,Male,33,1,Saloon,,TOYOTA,CarSafe
ID_7NXYMNL,9/21/10,9/20/11,Male,38,1,Saloon,,TOYOTA,CarSafe
ID_7NYT8WY,7/4/10,7/3/11,Male,36,2,Saloon,Black,TOYOTA,Car Classic
ID_7O1OKWW,7/17/10,7/16/11,Female,26,1,Saloon,Black,TOYOTA,Car Classic
ID_7O3FT61,12/30/10,12/29/11,Male,45,1,Saloon,,Honda,CarSafe
ID_7O4017U,1/9/10,1/1/11,Female,62,1,Saloon,Gold,TOYOTA,Car Classic
ID_7O5K14M,9/13/10,9/12/11,Female,38,1,,,,CarSafe
ID_7OETKST,2/20/10,2/19/11,Male,47,1,Saloon,Ash,TOYOTA,Car Classic
ID_7OW6KPQ,9/9/10,9/8/11,Female,51,2,JEEP,Grey,Mercedes,Car Classic
ID_7OW71FQ,2/28/10,2/27/11,Male,61,4,JEEP,Black,Mitsubishi,Car Classic
ID_7P15A7A,5/14/10,5/13/11,Male,46,1,JEEP,Wine,Lexus,Car Classic
ID_7P1J6DI,7/9/10,7/8/11,Female,38,1,Saloon,,BMW,CarSafe
ID_7P43KFZ,6/26/10,6/25/11,Male,44,2,JEEP,Black,TOYOTA,Car Classic
ID_7PFFZVH,3/13/10,3/5/11,Female,29,1,,Grey,TOYOTA,Car Classic
ID_7PT2MCY,5/23/10,5/22/11,Male,54,2,,,Ford,CVTP
ID_7PZQOJG,4/9/10,4/8/11,Male,30,1,Bus,Blue,Suzuki,CVTP
ID_7Q1OJGU,8/29/10,12/31/10,Entity,20,3,,As Attached,,Muuve
ID_7Q44XPE,12/1/10,11/29/11,Male,41,1,,,,CarSafe
ID_7Q6NG8Z,12/27/10,3/26/11,Male,38,1,,,,Car Classic
ID_7Q7X0WR,10/17/10,10/16/11,Male,52,1,,Black,Honda,Car Classic
ID_7QAYKDN,9/30/10,9/29/11,Male,49,2,,,GAC,Car Classic
ID_7QBZJYB,4/16/10,4/15/11,NOT STATED,10,1,Saloon,Blue,TOYOTA,Car Classic
ID_7QCVCUS,1/15/10,1/14/11,Male,67,3,Saloon,,TOYOTA,CarSafe
ID_7QEK1HE,1/18/10,1/17/11,Male,40,1,Saloon,,TOYOTA,CarSafe
ID_7QLL056,5/30/10,5/23/11,Male,44,2,Truck,,Lexus,Car Classic
ID_7QN473Z,2/5/10,2/4/11,Male,52,1,Saloon,,TOYOTA,Car Classic
ID_7QNAA5I,10/16/10,7/5/11,Joint Gender,32,1,Saloon,Blue,TOYOTA,Car Classic
ID_7QSAKB8,11/16/10,11/14/11,Male,34,1,,Black,TOYOTA,Car Classic
ID_7QV86JI,2/5/10,2/4/11,Male,50,1,Saloon,,Hyundai,CarSafe
ID_7R2P5JE,7/25/10,7/24/11,Joint Gender,53,2,JEEP,Black,Lexus,Car Classic
ID_7R3IW8G,10/22/10,10/21/11,Female,36,1,Saloon,White,ACURA,Car Classic
ID_7RADDE3,4/2/10,4/1/11,Joint Gender,64,1,JEEP,Black,TOYOTA,Car Classic
ID_7RDO8SS,7/26/10,7/25/11,Male,1,1,Saloon,,Grand Cherokee,CarSafe
ID_7REW7PA,5/24/10,5/23/11,Female,76,2,Saloon,Red,TOYOTA,Car Classic
ID_7RLO10C,5/18/10,5/17/11,Female,1,1,Saloon,,Honda,CarSafe
ID_7RMYNUS,8/26/10,8/25/11,Male,26,1,,,,CarSafe
ID_7RODZLT,12/20/10,12/19/11,Male,42,1,,,,CarSafe
ID_7RR9EI8,1/31/10,1/30/11,Female,69,3,Saloon,White,Honda,Customized Motor
ID_7S0QH7E,2/25/10,2/24/11,Female,38,1,Saloon,Black,TOYOTA,Car Classic
ID_7S15CCL,6/21/10,6/20/11,Male,39,1,Saloon,Gold,TOYOTA,Car Classic
ID_7S92WEF,3/6/10,3/5/11,Male,40,1,Saloon,,TOYOTA,CarSafe
ID_7SDHDVF,1/4/10,1/3/11,Female,39,1,Saloon,,Honda,CarSafe
ID_7SF94G7,11/5/10,11/4/11,Male,50,1,Saloon,,Mazda,CarSafe
ID_7SGCKXA,12/24/10,12/23/11,Female,31,1,Saloon,Red,TOYOTA,Car Classic
ID_7SM0VLE,6/18/10,6/16/11,Female,34,1,Saloon,,Skoda,CarSafe
ID_7SN6XFE,3/12/10,3/11/11,Male,41,1,Saloon,,TOYOTA,Car Classic
ID_7SPRDAP,6/1/10,5/31/11,Entity,93,7,,,.,CVTP
ID_7SQAY6P,8/26/10,8/25/11,Male,59,1,,,,Car Classic
ID_7SSORJ5,2/8/10,2/7/11,Female,50,2,Saloon,Grey,TOYOTA,Customized Motor
ID_7SV1UZS,3/21/10,3/20/11,Male,54,2,,,Land Rover,Car Classic
ID_7SW2CJV,10/25/10,10/24/11,Male,41,1,Saloon,,Volvo,CarSafe
ID_7T1S4MX,12/19/10,12/18/11,Male,39,1,JEEP,Grey,Lexus,Car Classic
ID_7T6VUSP,11/6/10,11/5/11,Male,50,1,,,,CarSafe
ID_7T9KADI,12/30/10,12/29/11,Female,60,1,,,,Car Classic
ID_7T9ZJOM,10/28/10,1/26/11,Female,30,1,,,,Car Classic
ID_7TIRVUZ,4/11/10,4/10/11,Male,50,2,Saloon,Black,TOYOTA,Car Classic
ID_7TIZJT8,3/19/10,3/18/11,Male,52,1,JEEP,Black,TOYOTA,Car Classic
ID_7TS61R8,4/17/10,4/15/11,Male,59,2,Saloon,Black,Kia,Customized Motor
ID_7TSI8ZB,12/23/10,12/22/11,Male,41,1,,,,CarSafe
ID_7TU7SGC,1/17/10,1/16/11,Female,36,1,JEEP,,TOYOTA,Car Classic
ID_7TXX6QE,12/17/10,12/16/11,Male,34,1,Saloon,Blue,TOYOTA,Car Classic
ID_7U4WPLA,11/9/10,11/8/11,Male,37,1,Saloon,Black,TOYOTA,Car Classic
ID_7U9HNZY,4/24/10,4/23/11,Female,5,1,JEEP,Green,Nissan,Car Classic
ID_7UDN2JE,1/4/10,1/3/11,Male,41,3,Saloon,,Honda,Car Classic
ID_7UHEXAA,8/7/10,8/6/11,Male,46,1,,Black,TOYOTA,Car Classic
ID_7UHL06U,7/12/10,7/10/11,Male,45,2,JEEP,Black,Lexus,Car Classic
ID_7UL2L12,8/7/10,8/6/11,Female,30,1,,,,CarSafe
ID_7UP79WD,6/7/10,6/6/11,Female,48,2,,,Ford,Car Classic
ID_7UQ2ZMD,11/14/10,11/13/11,Male,48,2,Saloon,Black,TOYOTA,Car Classic
ID_7UQTFEF,9/3/10,9/2/11,Female,1,1,,,,CarSafe
ID_7UZX1UJ,2/6/10,2/5/11,Female,1,1,Saloon,,Nissan,CarSafe
ID_7V31W3I,1/23/10,1/22/11,Male,41,2,Saloon,Black,Mercedes,Car Classic
ID_7V86VCC,3/27/10,3/26/11,Female,41,1,Saloon,,TOYOTA,CarSafe
ID_7VHCJYN,7/8/10,7/7/11,Male,46,1,Saloon,,Lexus,CarSafe
ID_7VI6LNW,4/25/10,4/24/11,Male,56,1,JEEP,Black,Ford,Car Classic
ID_7VKOZM8,12/11/10,12/10/11,Female,73,1,,,,Car Classic
ID_7VOYSIZ,7/28/10,1/28/11,Male,44,1,Saloon,As Attached,TOYOTA,CarFlex
ID_7VPZVA9,11/21/10,11/20/11,Female,36,1,,,,Car Classic
ID_7VQ3JJ4,9/6/10,9/5/11,Male,45,1,,,,Car Classic
ID_7VR374G,2/20/10,2/19/11,Male,29,1,Saloon,Blue,TOYOTA,Car Classic
ID_7W2XAL5,7/2/10,7/1/11,Male,35,1,Saloon,Ash,TOYOTA,Car Classic
ID_7WCVP6L,10/31/10,10/30/11,Female,38,1,Saloon,,TOYOTA,Car Classic
ID_7WF722R,6/5/10,6/3/11,Male,47,1,JEEP,,Chevrolet,CarSafe
ID_7WK4DRM,7/26/10,7/25/11,Male,44,1,Saloon,,TOYOTA,Car Classic
ID_7WMD1XZ,10/14/10,7/30/11,Male,37,1,,Red,Iveco,CVTP
ID_7WMJRRR,6/19/10,6/18/11,Male,50,1,Saloon,,TOYOTA,CarSafe
ID_7WMMBXC,1/13/10,1/12/11,Female,38,1,Saloon,Brown,Hyundai,Car Classic
ID_7WSMTLN,11/13/10,11/12/11,Female,31,1,,,,CarSafe
ID_7X0IJC5,6/7/10,6/6/11,Male,20,2,Saloon,As Attached,TOYOTA,Car Classic
ID_7X6Z43U,1/30/10,1/29/11,Female,42,1,Saloon,Black,Kia,Car Classic
ID_7XCL6MY,8/8/10,8/7/11,Male,50,2,,,Ford,Car Classic
ID_7XCXE63,6/21/10,6/19/11,Female,37,2,Saloon,,Ford,CarSafe
ID_7XEBTAB,12/27/10,12/26/11,Male,38,2,,,,Car Classic
ID_7XJEICB,1/23/10,1/22/11,Male,53,1,JEEP,Grey,Mercedes,Customized Motor
ID_7XJQPPQ,12/2/10,12/1/11,Female,27,1,,,,Car Classic
ID_7XT9VIG,6/1/10,5/31/11,Female,37,1,JEEP,Green,TOYOTA,Car Classic
ID_7XVQHSQ,2/8/10,2/7/11,Female,66,1,JEEP,White,Ford,Car Classic
ID_7XZH9PB,4/2/10,4/1/11,Male,35,1,Saloon,Black,TOYOTA,Car Classic
ID_7Y14HYG,4/11/10,4/10/11,Male,50,1,Saloon,,TOYOTA,CarSafe
ID_7Y5U8LO,9/11/10,9/10/11,Female,40,1,,,,CarSafe
ID_7YCI531,4/13/10,4/12/11,Female,62,1,,,.,Car Classic
ID_7YH1APB,11/13/10,5/1/11,Female,38,1,Saloon,,TOYOTA,Car Classic
ID_7YJTHAS,7/11/10,7/9/11,Male,51,1,JEEP,,Lexus,CarSafe
ID_7YSEDVP,5/9/10,5/8/11,Male,44,2,Saloon,As Attached,TOYOTA,Car Classic
ID_7YSUF2K,2/7/10,2/6/11,Male,40,1,JEEP,,TOYOTA,Car Classic
ID_7YT5M46,12/5/10,12/4/11,Female,54,1,Saloon,Black,TOYOTA,Car Plus
ID_7YYXVF0,5/30/10,5/29/11,Male,57,1,,Black,Ford,Car Classic
ID_7Z2IH6T,1/30/10,1/29/11,Female,45,1,Saloon,Black,Nissan,Car Classic
ID_7Z57CIX,7/16/10,7/15/11,NOT STATED,20,2,Saloon,Green,Hyundai,Car Classic
ID_7ZBYK6O,7/30/10,7/29/11,Joint Gender,35,3,JEEP,,TOYOTA,Car Classic
ID_7ZCQDGR,5/17/10,5/16/11,Female,39,2,JEEP,Green,Hyundai,Car Classic
ID_7ZF13M8,3/26/10,3/25/11,Male,35,1,Saloon,Silver,TOYOTA,Car Classic
ID_7ZKRUJ5,12/23/10,2/21/11,Male,20,4,,,Mercedes,Customized Motor
ID_7ZO0VR7,6/29/10,6/27/11,Male,48,1,,,TOYOTA,Car Classic
ID_7ZOQYNB,6/25/10,1/9/11,Male,40,1,Bus,,TOYOTA,Car Classic
ID_7ZQ1ZCV,7/24/10,7/23/11,Male,50,1,Saloon,,TOYOTA,CarSafe
ID_7ZV79MO,4/17/10,4/16/11,Female,44,1,Saloon,,Honda,CarSafe
ID_7ZZB1TE,12/27/10,12/25/11,Female,34,1,,,,CarSafe
ID_7ZZUPPM,9/9/10,9/8/11,Male,34,1,,,,Car Classic
ID_800E9J9,12/23/10,12/21/11,Female,44,1,Saloon,,Volkswagen,Car Classic
ID_80776UG,4/15/10,4/14/11,Male,56,1,Saloon,Grey,TOYOTA,Car Classic
ID_80CP3B8,8/24/10,8/22/11,Male,34,2,,,,CarSafe
ID_80J8SWI,7/1/10,6/30/11,Male,53,1,Saloon,Black,TOYOTA,Car Classic
ID_80JTV9U,4/15/10,4/14/11,Male,39,1,Saloon,,Nissan,CarSafe
ID_80KEGN8,2/8/10,2/7/11,Female,50,2,JEEP,,Land Rover,Customized Motor
ID_80QYMNJ,9/19/10,9/18/11,Female,32,2,,,,Car Classic
ID_80RRK1O,6/29/10,6/28/11,Male,42,1,,,Honda,Car Classic
ID_80XZT6A,9/10/10,3/14/11,Male,45,2,JEEP,Grey,GMC,Car Classic
ID_818UPA4,10/15/10,10/14/11,Female,41,1,Saloon,,TOYOTA,CarSafe
ID_81CKL85,3/26/10,3/24/11,Female,49,1,Saloon,Blue,TOYOTA,Car Classic
ID_81F1TKM,3/13/10,3/12/11,Male,43,1,JEEP,Black,Volvo,Car Classic
ID_81HMRT8,6/11/10,6/10/11,Male,40,1,Saloon,Blue,TOYOTA,Car Classic
ID_81KFG6O,10/10/10,10/9/11,Male,39,1,Saloon,Black,TOYOTA,Car Classic
ID_81WPGW2,6/25/10,6/24/11,Male,58,1,Saloon,,Jeep,CarSafe
ID_81Z4AXR,5/30/10,5/29/11,Female,50,1,,,TOYOTA,Car Classic
ID_81ZQNBC,8/29/10,8/28/11,Male,25,1,Saloon,,Hyundai,Car Classic
ID_8204R9L,4/24/10,4/23/11,Female,34,1,Saloon,Black,TOYOTA,Car Classic
ID_8222LJE,8/2/10,8/1/11,Female,40,1,,,,Car Classic
ID_824HBAG,9/4/10,9/3/11,Female,69,2,Saloon,Black,Kia,Car Classic
ID_8252KF1,8/30/10,8/29/11,Male,41,1,,Black,Lexus,Car Classic
ID_826TPL2,7/25/10,1/24/11,Female,38,1,JEEP,,TOYOTA,CarFlex
ID_826YX8T,9/7/10,6/18/11,Female,35,1,Saloon,Black,Honda,Car Classic
ID_82D8N28,11/25/10,2/23/11,Female,40,1,,Silver,Mercedes,Car Classic
ID_82G0CGH,1/16/10,1/15/11,Male,38,2,Saloon,,TOYOTA,CarFlex
ID_82NLX34,8/6/10,8/5/11,Male,61,1,,,,CarSafe
ID_82PN786,6/28/10,6/27/11,Male,40,1,Saloon,,TOYOTA,CarSafe
ID_82S0XN4,5/15/10,5/14/11,Male,46,3,JEEP,Black,TOYOTA,Car Classic
ID_833W1M8,4/29/10,4/28/11,Male,54,2,Saloon,As Attached,Mercedes,Customized Motor
ID_8366BE3,6/18/10,6/17/11,Male,41,1,Saloon,As Attached,TOYOTA,Car Classic
ID_83D998D,10/19/10,4/18/11,Male,32,1,,As Attached,TOYOTA,Car Classic
ID_83IY7A2,3/7/10,3/6/11,Female,75,2,JEEP,Green,Mercedes,Car Classic
ID_83WZOYX,5/13/10,5/12/11,Male,1,1,Saloon,,TOYOTA,CarSafe
ID_83ZSQX7,10/18/10,1/13/11,Female,32,1,Saloon,,Honda,Car Classic
ID_843LDD3,2/7/10,2/6/11,Female,51,1,Saloon,,Mercedes,CarSafe
ID_8459AIM,5/20/10,5/19/11,Female,35,1,Saloon,Ash,TOYOTA,Car Classic
ID_84F8BG7,3/22/10,3/21/11,Male,39,1,Saloon,,Kia,CarSafe
ID_84LHO0Q,3/19/10,3/18/11,Female,31,2,,Black,.,Motor Cycle
ID_84S9L2W,6/26/10,6/25/11,Male,57,1,JEEP,Black,Lexus,Car Classic
ID_84XB406,3/25/10,3/24/11,Male,74,1,JEEP,Black,TOYOTA,Car Classic
ID_84XTQMD,9/9/10,9/8/11,Male,38,1,,,,Car Classic
ID_85ASXKU,5/15/10,1/13/11,Male,48,1,,,Lexus,Car Classic
ID_85C2GO5,1/19/10,1/18/11,Female,12,2,,,TOYOTA,Car Classic
ID_85CO5I5,1/14/10,1/13/11,Female,34,1,Saloon,,Nissan,CarSafe
ID_85EW9Q6,11/5/10,11/4/11,Male,71,1,JEEP,Black,Mercedes,Car Classic
ID_85K4DNC,5/17/10,5/16/11,Female,53,1,Saloon,,Hyundai,CarSafe
ID_85L65CX,10/11/10,4/10/11,Male,26,1,,,,Car Classic
ID_85P2ABI,12/31/10,12/30/11,Male,66,1,Saloon,,TOYOTA,CarSafe
ID_85U125K,6/17/10,6/16/11,Female,37,1,Saloon,Wine,ACURA,Car Classic
ID_860STD4,3/8/10,3/7/11,Male,28,2,Saloon,Grey,TOYOTA,Car Classic
ID_8610M8M,10/24/10,10/22/11,Female,32,1,Saloon,,TOYOTA,Car Classic
ID_862RHN4,1/22/10,1/21/11,Male,41,1,Saloon,,TOYOTA,Car Classic
ID_865ZZK9,7/22/10,7/21/11,Male,41,1,Saloon,,TOYOTA,CarFlex
ID_869FHC3,9/20/10,9/19/11,Female,35,1,,,,Car Classic
ID_86F8W1E,10/31/10,10/30/11,Male,44,2,Saloon,,Jaguar,Car Classic
ID_86JNA7D,6/6/10,6/5/11,Male,48,1,Saloon,,Volkswagen,CarSafe
ID_86OFXQ4,10/10/10,10/9/11,Male,46,1,,,,CarSafe
ID_86Q5BLN,6/18/10,6/17/11,Female,44,1,JEEP,Grey,ACURA,Car Classic
ID_86R14YJ,6/1/10,5/31/11,Entity,93,7,Truck,,Mercedes,CVTP
ID_86RUPGP,9/30/10,4/1/11,Female,42,2,Saloon,Black,TOYOTA,Car Classic
ID_86X13SC,7/25/10,7/24/11,Male,48,2,Saloon,Black,TOYOTA,Car Classic
ID_86Y6K4L,5/2/10,2/7/11,NOT STATED,41,1,Saloon,Blue,TOYOTA,Car Classic
ID_870DVJT,8/14/10,8/13/11,Male,45,1,,,,CarSafe
ID_870UPFD,1/29/10,1/28/11,Male,34,1,Saloon,Grey,TOYOTA,Car Classic
ID_87AYCFR,8/15/10,8/14/11,NOT STATED,37,1,,,,Car Classic
ID_87BAPQ7,7/12/10,7/11/11,Joint Gender,43,1,,,,Car Classic
ID_87IZGFP,5/30/10,5/28/11,Female,44,1,JEEP,,TOYOTA,Car Classic
ID_87KC3JH,8/9/10,8/8/11,Female,37,1,Saloon,Black,TOYOTA,Car Classic
ID_883EUA0,6/26/10,6/25/11,Female,35,1,Saloon,Silver,TOYOTA,Car Classic
ID_886YTYK,3/14/10,3/13/11,Female,37,2,Saloon,Gold,TOYOTA,Car Classic
ID_88ARZ4J,9/26/10,9/25/11,Female,27,1,,,,Car Classic
ID_88LZAT9,4/18/10,2/18/11,Male,43,1,Saloon,Blue,TOYOTA,Car Classic
ID_88M8B0N,1/17/10,1/16/11,Male,62,1,,,TOYOTA,Car Classic
ID_88NBMYU,9/27/10,9/26/11,Female,50,1,Saloon,,Honda,CarSafe
ID_88Q48CN,7/22/10,7/21/11,Male,75,1,JEEP,Grey,Lexus,Car Classic
ID_88UYZBL,6/10/10,3/31/11,Male,34,1,Saloon,Blue,TOYOTA,Car Classic
ID_894LFPQ,9/9/10,8/25/11,Male,53,1,,,,Car Classic
ID_895H57A,11/14/10,11/13/11,Male,30,1,Saloon,Grey,TOYOTA,Car Classic
ID_89GOBKK,9/17/10,9/15/11,Female,30,1,,,,CarFlex
ID_89PIKFP,9/6/10,9/5/11,Female,50,1,Saloon,,TOYOTA,CarSafe
ID_89U7RMZ,7/3/10,7/2/11,Female,40,1,Saloon,Black,TOYOTA,Car Plus
ID_89ZV81H,2/20/10,2/19/11,Male,56,1,Saloon,,Mercedes,CarSafe
ID_8A6LK1B,5/2/10,5/1/11,Female,70,1,Saloon,,TOYOTA,Car Classic
ID_8AE7XSR,4/25/10,4/24/11,Female,39,1,JEEP,Green,Ford,Car Classic
ID_8AJSZBK,4/8/10,4/7/11,Male,20,2,JEEP,Black,TOYOTA,Car Classic
ID_8ANTZHM,10/31/10,10/30/11,Female,31,1,JEEP,,Range Rover,Customized Motor
ID_8APIKX3,3/11/10,3/10/11,Male,54,2,,,TOYOTA,Customized Motor
ID_8ASKDR8,9/12/10,9/11/11,,23,2,,,,Motor Cycle
ID_8ASU7IX,8/29/10,8/28/11,Male,37,1,Saloon,,Honda,Car Classic
ID_8B7RCA5,6/13/10,6/12/11,Male,55,1,Truck,,Mack,CVTP
ID_8BQNXPW,7/24/10,1/23/11,Female,41,1,Saloon,,Honda,Car Classic
ID_8BSRJE0,5/2/10,5/1/11,Male,33,1,Saloon,,Honda,Car Classic
ID_8BZUTOL,10/24/10,10/23/11,Male,48,2,Saloon,Gold,TOYOTA,Car Classic
ID_8C7V7SI,1/11/10,1/10/11,Female,38,1,Saloon,,TOYOTA,CarSafe
ID_8C8K4HF,2/19/10,2/18/11,Female,44,1,JEEP,Red,Hyundai,Car Classic
ID_8CK0QJ8,8/6/10,8/5/11,Male,38,1,,,,CarSafe
